artist,song,tempo,instruments,notes
1910 fruitgum company,simon says,259.92852391704605,"[18, 34, 48, 67, 25, 0, 0, 61, 53, 16]","[61, 73, 85, 74, 62, 86, 66, 78, 90, 76, 64, 88, 68, 64, 71, 68, 64, 71, 68, 64, 71, 64, 68, 71, 64, 68, 71, 73, 69, 76, 73, 76, 69, 73, 76, 69, 73, 69, 76, 73, 69, 76, 73, 76, 69, 73, 69, 76, 69, 76, 73, 73, 69, 76, 69, 73, 76, 73, 69, 76, 69, 76, 73, 73, 69, 76, 69, 73, 76, 73, 69, 76, 69, 76, 73, 73, 69, 76, 69, 76, 73, 73, 69, 76, 73, 69, 76, 73, 69, 76, 76, 73, 69, 73, 69, 76, 69, 76, 73, 73, 69, 76, 69, 73, 76, 73, 69, 76, 69, 73, 76, 73, 69, 76, 76, 69, 73, 73, 69, 76, 76, 69, 73, 73, 76, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 74, 78, 71, 74, 78, 71, 78, 74, 71, 74, 78, 71, 78, 74, 71, 74, 78, 71, 74, 78, 71, 74, 78, 71, 76, 71, 68, 68, 71, 76, 77, 76, 68, 71, 71, 68, 76, 76, 71, 68, 76, 71, 68, 71, 76, 68, 71, 68, 76, 73, 76, 69, 73, 69, 76, 73, 69, 76, 73, 76, 69, 73, 76, 69, 73, 69, 76, 73, 76, 69, 73, 76, 69, 73, 76, 69, 73, 76, 69, 73, 69, 76, 73, 69, 76, 73, 76, 69, 73, 76, 69, 73, 69, 76, 73, 69, 76, 74, 78, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 68, 76, 71, 68, 71, 76, 71, 68, 76, 76, 71, 68, 76, 71, 68, 76, 68, 71, 76, 71, 68, 68, 71, 76, 73, 69, 76, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 69, 73, 76, 76, 73, 69, 73, 69, 76, 69, 73, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 69, 76, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 69, 76, 73, 73, 69, 76, 69, 76, 73, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 69, 73, 76, 61, 73, 85, 74, 62, 86, 66, 78, 90, 76, 64, 88, 68, 64, 71, 68, 64, 71, 68, 64, 71, 64, 68, 71, 64, 68, 71, 73, 76, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 74, 78, 71, 74, 78, 71, 78, 74, 71, 74, 78, 71, 78, 74, 71, 74, 78, 71, 74, 78, 71, 74, 78, 71, 76, 71, 68, 68, 71, 76, 77, 76, 68, 71, 71, 68, 76, 76, 71, 68, 76, 71, 68, 71, 76, 68, 71, 68, 76, 73, 76, 69, 73, 69, 76, 73, 69, 76, 73, 76, 69, 73, 76, 69, 73, 69, 76, 73, 76, 69, 73, 76, 69, 73, 76, 69, 73, 76, 69, 73, 69, 76, 73, 69, 76, 73, 76, 69, 73, 76, 69, 73, 69, 76, 73, 69, 76, 74, 78, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 68, 76, 71, 68, 71, 76, 71, 68, 76, 76, 71, 68, 76, 71, 68, 76, 68, 71, 76, 71, 68, 68, 71, 76, 73, 69, 76, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 69, 73, 76, 76, 73, 69, 73, 69, 76, 69, 73, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 69, 76, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 69, 76, 73, 73, 69, 76, 69, 76, 73, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 69, 73, 76, 61, 73, 85, 74, 62, 86, 66, 78, 90, 76, 64, 88, 68, 64, 71, 68, 64, 71, 68, 64, 71, 64, 68, 71, 64, 68, 71, 73, 76, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 74, 78, 71, 74, 78, 71, 78, 74, 71, 74, 78, 71, 78, 74, 71, 74, 78, 71, 74, 78, 71, 74, 78, 71, 76, 71, 68, 68, 71, 76, 77, 76, 68, 71, 71, 68, 76, 76, 71, 68, 76, 71, 68, 71, 76, 68, 71, 68, 76, 73, 76, 69, 73, 69, 76, 73, 69, 76, 73, 76, 69, 73, 76, 69, 73, 69, 76, 73, 76, 69, 73, 76, 69, 73, 76, 69, 73, 76, 69, 73, 69, 76, 73, 69, 76, 73, 76, 69, 73, 76, 69, 73, 69, 76, 73, 69, 76, 74, 78, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 68, 76, 71, 68, 71, 76, 71, 68, 76, 76, 71, 68, 76, 71, 68, 76, 68, 71, 76, 71, 68, 68, 71, 76, 73, 69, 76, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 69, 73, 76, 76, 73, 69, 73, 69, 76, 69, 73, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 69, 76, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 69, 76, 73, 73, 69, 76, 69, 76, 73, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 69, 73, 76, 61, 73, 85, 74, 62, 86, 66, 78, 90, 76, 64, 88, 68, 64, 71, 68, 64, 71, 68, 64, 71, 64, 68, 71, 64, 68, 71, 73, 76, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 73, 69, 74, 78, 71, 74, 78, 71, 78, 74, 71, 74, 78, 71, 78, 74, 71, 74, 78, 71, 74, 78, 71, 74, 78, 71, 76, 71, 68, 68, 71, 76, 77, 76, 68, 71, 71, 68, 76, 76, 71, 68, 76, 71, 68, 71, 76, 68, 71, 68, 76, 73, 76, 69, 73, 69, 76, 73, 69, 76, 73, 76, 69, 73, 76, 69, 73, 69, 76, 73, 76, 69, 73, 76, 69, 73, 76, 69, 73, 76, 69, 73, 69, 76, 73, 69, 76, 73, 76, 69, 73, 76, 69, 73, 69, 76, 73, 69, 76, 74, 78, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 78, 74, 71, 68, 76, 71, 68, 71, 76, 71, 68, 76, 76, 71, 68, 76, 71, 68, 76, 68, 71, 76, 71, 68, 68, 71, 76, 73, 69, 76, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 69, 73, 76, 76, 73, 69, 73, 69, 76, 69, 73, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 69, 76, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 69, 76, 73, 73, 69, 76, 69, 76, 73, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 69, 73, 76, 76, 73, 69, 73, 69, 76, 69, 73, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 69, 76, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 69, 76, 73, 73, 69, 76, 69, 76, 73, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 69, 73, 76, 76, 73, 69, 73, 69, 76, 69, 73, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 69, 76, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 69, 76, 73, 73, 69, 76, 69, 76, 73, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 69, 73, 76, 76, 73, 69, 73, 69, 76, 69, 73, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 69, 76, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 69, 76, 73, 73, 69, 76, 69, 76, 73, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 69, 73, 76, 76, 73, 69, 73, 69, 76, 69, 73, 76, 73, 69, 76, 73, 69, 76, 73, 69, 76, 69, 76, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 76, 69, 73, 73, 69, 76, 69, 76, 73, 73, 69, 76, 69, 76, 73, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 76, 68, 71, 68, 76, 71, 68, 76, 71, 69, 73, 76, 61, 73, 85, 74, 62, 86, 66, 78, 90, 76, 64, 88, 68, 64, 71, 68, 64, 71, 68, 64, 71, 64, 68, 71, 64, 68, 71, 69, 76, 73]"
2 unlimited,get ready for this,257.189205131987,"[34, 33, 81, 19, 55, 48, 7, 127, 48, 25]","[28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 28, 23, 23, 26, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 21, 21, 23, 26, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 28, 23, 23, 26, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 21, 21, 23, 26, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 28, 23, 23, 26, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 21, 21, 23, 26, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 28, 23, 23, 26, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 21, 21, 23, 26, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 26, 38, 26, 38, 38, 26, 38, 38, 26, 38, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 26, 38, 26, 38, 38, 26, 38, 38, 26, 38, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 26, 38, 26, 38, 38, 26, 38, 38, 26, 38, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 26, 38, 26, 38, 38, 26, 38, 38, 26, 38, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 28, 40, 28, 40, 40, 28, 40, 40, 28, 28, 28, 40, 28, 40, 40, 28, 40, 40, 28, 28, 26, 38, 26, 38, 38, 26, 38, 38, 26, 26, 28, 40, 28, 40, 40, 28, 40, 40, 28, 28, 28, 40, 28, 40, 40, 28, 40, 40, 28, 28, 28, 40, 28, 40, 40, 28, 40, 40, 28, 28, 26, 38, 26, 38, 38, 26, 38, 38, 26, 26, 28, 40, 28, 40, 40, 28, 40, 40, 28, 28, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 26, 38, 26, 38, 38, 26, 38, 38, 26, 38, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 26, 38, 26, 38, 38, 26, 38, 38, 26, 38, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 28, 40, 28, 40, 40, 28, 40, 40, 28, 28, 28, 40, 28, 40, 40, 28, 40, 40, 28, 28, 26, 38, 26, 38, 38, 26, 38, 38, 26, 26, 28, 40, 28, 40, 40, 28, 40, 40, 28, 28, 28, 40, 28, 40, 40, 28, 40, 40, 28, 28, 28, 40, 28, 40, 40, 28, 40, 40, 28, 28, 26, 38, 26, 38, 38, 26, 38, 38, 26, 26, 28, 40, 28, 40, 40, 28, 40, 40, 28, 28, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 40, 28, 40, 40, 28, 40, 40, 28, 40, 33, 45, 33, 45, 45, 35, 47, 47, 35, 35, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 28, 23, 23, 26, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 21, 21, 23, 26, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 28, 23, 23, 26, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 21, 21, 23, 26, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 28, 28, 26, 28, 31, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 28, 23, 23, 26, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 21, 21, 23, 26, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 28, 23, 23, 26, 28, 26, 28, 26, 28, 28, 31, 23, 26, 28, 26, 28, 26, 28, 21, 21, 23, 26, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28, 28, 23, 28, 31, 31, 33, 21, 28, 28, 23, 28, 21, 21, 23, 35, 28]"
2 unlimited,let the beat control your body,257.07412095220855,"[53, 80, 39, 55, 85, 118, 38, 50, 48, 48]","[55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 59, 53, 59, 59, 59, 59, 59, 59, 61, 56, 61, 59, 59, 61, 59, 59, 63, 68, 68, 63, 66, 61, 68, 63, 66, 71, 61, 66, 68, 63, 63, 68, 63, 68, 71, 66, 73, 68, 71, 66, 68, 63, 63, 68, 68, 63, 61, 66, 68, 63, 71, 66, 63, 68, 63, 68, 63, 68, 66, 71, 73, 68, 71, 66, 63, 68, 66, 61, 68, 63, 59, 63, 61, 61, 61, 59, 59, 59, 61, 56, 59, 59, 59, 59, 59, 59, 61, 56, 59, 59, 59, 59, 59, 59, 59, 59, 61, 63, 63, 61, 56, 56, 54, 56, 54, 56, 56, 54, 56, 63, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 56, 56, 59, 63, 59, 56, 61, 59, 59, 59, 59, 59, 59, 59, 56, 61, 59, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 59, 53, 59, 59, 59, 59, 59, 59, 61, 56, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 53, 61, 59, 59, 61, 59, 59, 63, 68, 68, 63, 66, 61, 68, 63, 66, 71, 61, 66, 68, 63, 63, 68, 63, 68, 71, 66, 73, 68, 71, 66, 68, 63, 63, 68, 68, 63, 61, 66, 68, 63, 71, 66, 63, 68, 63, 68, 63, 68, 66, 71, 73, 68, 71, 66, 63, 68, 66, 61, 68, 63, 59, 59, 61, 59, 59, 59, 61, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 53, 63, 59, 61, 59, 61, 59, 63, 62, 63, 59, 61, 59, 61, 59, 63, 62, 63, 59, 61, 59, 61, 59, 63, 62, 63, 59, 61, 59, 61, 59, 63, 62, 59, 56, 54, 57, 56, 54, 57, 63, 61, 59, 61, 59, 59, 59, 61, 59, 61, 59, 59, 59, 59, 59, 59, 61, 59, 58, 58, 59, 59, 59, 58, 58, 59, 63, 56, 56, 59, 59, 63, 56, 56, 59, 61, 63, 59, 59, 59, 59, 59, 59, 61, 63, 56, 59, 56, 59, 56, 61, 59, 59, 59, 61, 59, 59, 59, 59, 61, 56, 59, 59, 61, 59, 56, 54, 63, 56, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 59, 53, 59, 59, 59, 59, 59, 59, 61, 56, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 53, 55, 55, 56, 55, 55, 55, 54, 59, 53, 59, 59, 59, 59, 59, 59, 61, 56, 63, 68, 68, 63, 66, 61, 68, 63, 66, 71, 61, 66, 68, 63, 63, 68, 63, 68, 71, 66, 73, 68, 71, 66, 68, 63, 63, 68, 68, 63, 61, 66, 68, 63, 71, 66, 63, 68, 63, 68, 63, 68, 66, 71, 73, 68, 71, 66, 63, 68, 66, 61, 68, 63, 55, 55, 56, 55, 55, 55, 54, 53]"
